year,state,type_of_crime,is_high_impact,total
2018,Sonora,Otros Delitos,0,3893
2018,Sonora,Robo con violencia,1,3213
2018,Sonora,Violencia familiar,1,2195
2018,Sonora,Homicidio,1,1157
2018,Sonora,Narcomenudeo,1,698
2018,Sonora,Delitos Sexuales,0,515
2018,Sonora,Feminicidio,1,31
2018,Sonora,Extorsión,1,10
2018,Sonora,Secuestro,1,2
2018,Tabasco,Otros Delitos,0,19701
2018,Tabasco,Otros Delitos Contra el Patrimonio,0,15527
2018,Tabasco,Robo con violencia,1,14303
2018,Tabasco,Violencia familiar,1,6448
2018,Tabasco,Homicidio,1,1001
2018,Tabasco,Delitos Sexuales,0,686
2018,Tabasco,Extorsión,1,331
2018,Tabasco,Narcomenudeo,1,131
2018,Tabasco,Secuestro,1,103
2018,Tabasco,Feminicidio,1,40
2018,Tamaulipas,Otros Delitos Contra el Patrimonio,0,16002
2018,Tamaulipas,Otros Delitos,0,12521
2018,Tamaulipas,Violencia familiar,1,7029
2018,Tamaulipas,Robo con violencia,1,5173
2018,Tamaulipas,Homicidio,1,1607
2018,Tamaulipas,Delitos Sexuales,0,1195
2018,Tamaulipas,Narcomenudeo,1,261
2018,Tamaulipas,Extorsión,1,138
2018,Tamaulipas,Secuestro,1,109
2018,Tamaulipas,Feminicidio,1,13
2018,Tlaxcala,Otros Delitos Contra el Patrimonio,0,2638
2018,Tlaxcala,Robo con violencia,1,2101
2018,Tlaxcala,Otros Delitos,0,1002
2018,Tlaxcala,Delitos Sexuales,0,212
2018,Tlaxcala,Homicidio,1,167
2018,Tlaxcala,Violencia familiar,1,130
2018,Tlaxcala,Narcomenudeo,1,107
2018,Tlaxcala,Feminicidio,1,8
2018,Tlaxcala,Secuestro,1,3
2018,Tlaxcala,Extorsión,1,1
2018,Veracruz de Ignacio de la Llave,Otros Delitos Contra el Patrimonio,0,21120
2018,Veracruz de Ignacio de la Llave,Otros Delitos,0,17534
2018,Veracruz de Ignacio de la Llave,Robo con violencia,1,11496
2018,Veracruz de Ignacio de la Llave,Violencia familiar,1,6219
2018,Veracruz de Ignacio de la Llave,Homicidio,1,2439
2018,Veracruz de Ignacio de la Llave,Delitos Sexuales,0,745
2018,Veracruz de Ignacio de la Llave,Extorsión,1,578
2018,Veracruz de Ignacio de la Llave,Narcomenudeo,1,351
2018,Veracruz de Ignacio de la Llave,Secuestro,1,175
2018,Veracruz de Ignacio de la Llave,Feminicidio,1,101
2018,Yucatán,Otros Delitos Contra el Patrimonio,0,5327
2018,Yucatán,Otros Delitos,0,5142
2018,Yucatán,Violencia familiar,1,1935
2018,Yucatán,Delitos Sexuales,0,339
2018,Yucatán,Narcomenudeo,1,227
2018,Yucatán,Homicidio,1,88
2018,Yucatán,Robo con violencia,1,59
2018,Yucatán,Feminicidio,1,7
2018,Yucatán,Extorsión,1,5
2018,Yucatán,Secuestro,1,0
2018,Zacatecas,Otros Delitos Contra el Patrimonio,0,9747
2018,Zacatecas,Otros Delitos,0,5587
2018,Zacatecas,Violencia familiar,1,2151
2018,Zacatecas,Robo con violencia,1,1796
2018,Zacatecas,Homicidio,1,700
2018,Zacatecas,Delitos Sexuales,0,434
2018,Zacatecas,Narcomenudeo,1,359
2018,Zacatecas,Extorsión,1,235
2018,Zacatecas,Secuestro,1,41
2018,Zacatecas,Feminicidio,1,20
2019,Aguascalientes,Otros Delitos Contra el Patrimonio,0,19684
2019,Aguascalientes,Otros Delitos,0,12381
2019,Aguascalientes,Narcomenudeo,1,2206
2019,Aguascalientes,Violencia familiar,1,2152
2019,Aguascalientes,Robo con violencia,1,1198
2019,Aguascalientes,Delitos Sexuales,0,406
2019,Aguascalientes,Homicidio,1,269
2019,Aguascalientes,Extorsión,1,116
2019,Aguascalientes,Secuestro,1,12
2019,Aguascalientes,Feminicidio,1,5
2019,Baja California,Otros Delitos Contra el Patrimonio,0,39779
2019,Baja California,Otros Delitos,0,27154
2019,Baja California,Robo con violencia,1,10497
2019,Baja California,Violencia familiar,1,10455
2019,Baja California,Narcomenudeo,1,10307
2019,Baja California,Homicidio,1,3065
2019,Baja California,Delitos Sexuales,0,2505
2019,Baja California,Extorsión,1,218
2019,Baja California,Feminicidio,1,23
2019,Baja California,Secuestro,1,10
2019,Baja California Sur,Otros Delitos Contra el Patrimonio,0,11249
2019,Baja California Sur,Otros Delitos,0,6443
2019,Baja California Sur,Violencia familiar,1,2612
2019,Baja California Sur,Robo con violencia,1,889
2019,Baja California Sur,Delitos Sexuales,0,612
2019,Baja California Sur,Narcomenudeo,1,479
2019,Baja California Sur,Extorsión,1,185
2019,Baja California Sur,Homicidio,1,168
2019,Baja California Sur,Secuestro,1,5
2019,Baja California Sur,Feminicidio,1,2
2019,Campeche,Otros Delitos Contra el Patrimonio,0,1038
2019,Campeche,Otros Delitos,0,387
2019,Campeche,Delitos Sexuales,0,331
2019,Campeche,Robo con violencia,1,210
2019,Campeche,Homicidio,1,134
2019,Campeche,Narcomenudeo,1,116
2019,Campeche,Violencia familiar,1,62
2019,Campeche,Extorsión,1,25
2019,Campeche,Feminicidio,1,6
2019,Campeche,Secuestro,1,3
2019,Chiapas,Otros Delitos Contra el Patrimonio,0,5713
2019,Chiapas,Otros Delitos,0,5553
2019,Chiapas,Violencia familiar,1,5108
2019,Chiapas,Robo con violencia,1,3883
2019,Chiapas,Homicidio,1,1186
2019,Chiapas,Narcomenudeo,1,852
2019,Chiapas,Delitos Sexuales,0,820
2019,Chiapas,Extorsión,1,138
2019,Chiapas,Secuestro,1,21
2019,Chiapas,Feminicidio,1,20
2019,Chihuahua,Otros Delitos Contra el Patrimonio,0,28368
2019,Chihuahua,Otros Delitos,0,18072
2019,Chihuahua,Violencia familiar,1,10968
2019,Chihuahua,Narcomenudeo,1,7602
2019,Chihuahua,Delitos Sexuales,0,2691
2019,Chihuahua,Homicidio,1,2463
2019,Chihuahua,Robo con violencia,1,1626
2019,Chihuahua,Feminicidio,1,30
2019,Chihuahua,Extorsión,1,18
2019,Chihuahua,Secuestro,1,16
2019,Ciudad de México,Otros Delitos Contra el Patrimonio,0,118346
2019,Ciudad de México,Otros Delitos,0,45518
2019,Ciudad de México,Robo con violencia,1,37550
2019,Ciudad de México,Violencia familiar,1,25774
2019,Ciudad de México,Delitos Sexuales,0,6448
2019,Ciudad de México,Narcomenudeo,1,6097
2019,Ciudad de México,Homicidio,1,1997
2019,Ciudad de México,Extorsión,1,856
2019,Ciudad de México,Secuestro,1,180
2019,Ciudad de México,Feminicidio,1,72
2019,Coahuila de Zaragoza,Otros Delitos Contra el Patrimonio,0,16536
2019,Coahuila de Zaragoza,Otros Delitos,0,15018
2019,Coahuila de Zaragoza,Violencia familiar,1,10647
2019,Coahuila de Zaragoza,Narcomenudeo,1,8610
2019,Coahuila de Zaragoza,Delitos Sexuales,0,1095
2019,Coahuila de Zaragoza,Robo con violencia,1,511
2019,Coahuila de Zaragoza,Homicidio,1,449
2019,Coahuila de Zaragoza,Extorsión,1,37
2019,Coahuila de Zaragoza,Feminicidio,1,24
2019,Coahuila de Zaragoza,Secuestro,1,10
2019,Colima,Otros Delitos Contra el Patrimonio,0,12469
2019,Colima,Otros Delitos,0,7430
2019,Colima,Violencia familiar,1,3226
2019,Colima,Narcomenudeo,1,1699
2019,Colima,Homicidio,1,780
2019,Colima,Robo con violencia,1,447
2019,Colima,Delitos Sexuales,0,401
2019,Colima,Extorsión,1,74
2019,Colima,Secuestro,1,18
2019,Colima,Feminicidio,1,10
2019,Durango,Otros Delitos Contra el Patrimonio,0,14872
2019,Durango,Violencia familiar,1,6320
2019,Durango,Otros Delitos,0,6265
2019,Durango,Narcomenudeo,1,893
2019,Durango,Delitos Sexuales,0,804
2019,Durango,Robo con violencia,1,694
2019,Durango,Homicidio,1,365
2019,Durango,Extorsión,1,114
2019,Durango,Feminicidio,1,10
2019,Durango,Secuestro,1,1
2019,Guanajuato,Otros Delitos,0,48609
2019,Guanajuato,Otros Delitos Contra el Patrimonio,0,46919
2019,Guanajuato,Robo con violencia,1,14903
2019,Guanajuato,Violencia familiar,1,11142
2019,Guanajuato,Narcomenudeo,1,9440
2019,Guanajuato,Homicidio,1,4494
2019,Guanajuato,Delitos Sexuales,0,2105
2019,Guanajuato,Extorsión,1,18
2019,Guanajuato,Feminicidio,1,18
2019,Guanajuato,Secuestro,1,10
2019,Guerrero,Otros Delitos,0,9450
2019,Guerrero,Otros Delitos Contra el Patrimonio,0,7543
2019,Guerrero,Robo con violencia,1,3655
2019,Guerrero,Violencia familiar,1,3027
2019,Guerrero,Homicidio,1,2032
2019,Guerrero,Delitos Sexuales,0,674
2019,Guerrero,Narcomenudeo,1,642
2019,Guerrero,Extorsión,1,259
2019,Guerrero,Secuestro,1,44
2019,Guerrero,Feminicidio,1,18
2019,Hidalgo,Otros Delitos,0,19214
2019,Hidalgo,Otros Delitos Contra el Patrimonio,0,17291
2019,Hidalgo,Violencia familiar,1,5619
2019,Hidalgo,Robo con violencia,1,4830
2019,Hidalgo,Delitos Sexuales,0,1468
2019,Hidalgo,Homicidio,1,646
2019,Hidalgo,Narcomenudeo,1,422
2019,Hidalgo,Extorsión,1,210
2019,Hidalgo,Secuestro,1,30
2019,Hidalgo,Feminicidio,1,20
2019,Jalisco,Otros Delitos Contra el Patrimonio,0,71355
2019,Jalisco,Otros Delitos,0,38225
2019,Jalisco,Robo con violencia,1,27472
2019,Jalisco,Violencia familiar,1,11055
2019,Jalisco,Delitos Sexuales,0,3235
2019,Jalisco,Homicidio,1,2751
2019,Jalisco,Narcomenudeo,1,1734
2019,Jalisco,Extorsión,1,742
2019,Jalisco,Feminicidio,1,65
2019,Jalisco,Secuestro,1,20
2019,Michoacán de Ocampo,Otros Delitos Contra el Patrimonio,0,16964
2019,Michoacán de Ocampo,Otros Delitos,0,15856
2019,Michoacán de Ocampo,Robo con violencia,1,6971
2019,Michoacán de Ocampo,Homicidio,1,2686
2019,Michoacán de Ocampo,Narcomenudeo,1,2327
2019,Michoacán de Ocampo,Delitos Sexuales,0,946
2019,Michoacán de Ocampo,Violencia familiar,1,941
2019,Michoacán de Ocampo,Secuestro,1,47
2019,Michoacán de Ocampo,Feminicidio,1,14
2019,Michoacán de Ocampo,Extorsión,1,2
2019,Morelos,Otros Delitos Contra el Patrimonio,0,18894
2019,Morelos,Otros Delitos,0,12311
2019,Morelos,Violencia familiar,1,5132
2019,Morelos,Robo con violencia,1,3510
2019,Morelos,Homicidio,1,1162
2019,Morelos,Delitos Sexuales,0,993
2019,Morelos,Narcomenudeo,1,894
2019,Morelos,Extorsión,1,184
2019,Morelos,Secuestro,1,72
2019,Morelos,Feminicidio,1,39
2019,México,Otros Delitos,0,140983
2019,México,Otros Delitos Contra el Patrimonio,0,102000
2019,México,Robo con violencia,1,86549
2019,México,Violencia familiar,1,9249
2019,México,Delitos Sexuales,0,5583
2019,México,Narcomenudeo,1,3952
2019,México,Homicidio,1,3472
2019,México,Extorsión,1,2487
2019,México,Secuestro,1,206
2019,México,Feminicidio,1,121
2019,Nayarit,Otros Delitos,0,1969
2019,Nayarit,Otros Delitos Contra el Patrimonio,0,982
2019,Nayarit,Violencia familiar,1,768
2019,Nayarit,Narcomenudeo,1,337
2019,Nayarit,Homicidio,1,270
2019,Nayarit,Robo con violencia,1,163
2019,Nayarit,Delitos Sexuales,0,141
2019,Nayarit,Feminicidio,1,5
2019,Nayarit,Extorsión,1,4
2019,Nayarit,Secuestro,1,3
2019,Nuevo León,Otros Delitos Contra el Patrimonio,0,24280
2019,Nuevo León,Otros Delitos,0,24050
2019,Nuevo León,Violencia familiar,1,16339
2019,Nuevo León,Narcomenudeo,1,3485
2019,Nuevo León,Robo con violencia,1,3072
2019,Nuevo León,Delitos Sexuales,0,2589
2019,Nuevo León,Homicidio,1,1454
2019,Nuevo León,Extorsión,1,509
2019,Nuevo León,Feminicidio,1,67
2019,Nuevo León,Secuestro,1,26
2019,Oaxaca,Otros Delitos Contra el Patrimonio,0,15325
2019,Oaxaca,Otros Delitos,0,13934
2019,Oaxaca,Violencia familiar,1,6439
2019,Oaxaca,Robo con violencia,1,4170
2019,Oaxaca,Homicidio,1,1853
2019,Oaxaca,Delitos Sexuales,0,1509
2019,Oaxaca,Narcomenudeo,1,376
2019,Oaxaca,Extorsión,1,131
2019,Oaxaca,Feminicidio,1,28
2019,Oaxaca,Secuestro,1,23
2019,Puebla,Otros Delitos Contra el Patrimonio,0,25721
2019,Puebla,Robo con violencia,1,19754
2019,Puebla,Otros Delitos,0,17540
2019,Puebla,Violencia familiar,1,9077
2019,Puebla,Delitos Sexuales,0,1998
2019,Puebla,Homicidio,1,1664
2019,Puebla,Narcomenudeo,1,484
2019,Puebla,Extorsión,1,192
2019,Puebla,Secuestro,1,69
2019,Puebla,Feminicidio,1,57
2019,Querétaro,Otros Delitos Contra el Patrimonio,0,32277
2019,Querétaro,Otros Delitos,0,18410
2019,Querétaro,Violencia familiar,1,3135
2019,Querétaro,Robo con violencia,1,2953
2019,Querétaro,Narcomenudeo,1,1579
2019,Querétaro,Delitos Sexuales,0,1381
2019,Querétaro,Homicidio,1,503
2019,Querétaro,Extorsión,1,259
2019,Querétaro,Feminicidio,1,10
2019,Querétaro,Secuestro,1,8
2019,Quintana Roo,Otros Delitos Contra el Patrimonio,0,21255
2019,Quintana Roo,Otros Delitos,0,9370
2019,Quintana Roo,Robo con violencia,1,5910
2019,Quintana Roo,Violencia familiar,1,5508
2019,Quintana Roo,Homicidio,1,1500
2019,Quintana Roo,Narcomenudeo,1,1028
2019,Quintana Roo,Delitos Sexuales,0,1009
2019,Quintana Roo,Extorsión,1,276
2019,Quintana Roo,Secuestro,1,24
2019,Quintana Roo,Feminicidio,1,16
2019,San Luis Potosí,Otros Delitos Contra el Patrimonio,0,23277
2019,San Luis Potosí,Otros Delitos,0,14002
2019,San Luis Potosí,Violencia familiar,1,8233
2019,San Luis Potosí,Robo con violencia,1,3562
2019,San Luis Potosí,Delitos Sexuales,0,1409
2019,San Luis Potosí,Homicidio,1,853
2019,San Luis Potosí,Narcomenudeo,1,779
2019,San Luis Potosí,Extorsión,1,121
2019,San Luis Potosí,Feminicidio,1,28
2019,San Luis Potosí,Secuestro,1,24
2019,Sinaloa,Otros Delitos,0,6311
2019,Sinaloa,Otros Delitos Contra el Patrimonio,0,6103
2019,Sinaloa,Violencia familiar,1,4460
2019,Sinaloa,Robo con violencia,1,3827
2019,Sinaloa,Homicidio,1,1407
2019,Sinaloa,Delitos Sexuales,0,632
2019,Sinaloa,Narcomenudeo,1,614
2019,Sinaloa,Extorsión,1,46
2019,Sinaloa,Feminicidio,1,37
2019,Sinaloa,Secuestro,1,6
2019,Sonora,Otros Delitos Contra el Patrimonio,0,6526
2019,Sonora,Otros Delitos,0,5973
2019,Sonora,Violencia familiar,1,3587
2019,Sonora,Robo con violencia,1,3552
2019,Sonora,Narcomenudeo,1,1610
2019,Sonora,Homicidio,1,1421
2019,Sonora,Delitos Sexuales,0,704
2019,Sonora,Feminicidio,1,37
2019,Sonora,Extorsión,1,16
2019,Sonora,Secuestro,1,12
2019,Tabasco,Otros Delitos,0,21408
2019,Tabasco,Otros Delitos Contra el Patrimonio,0,13684
2019,Tabasco,Robo con violencia,1,11973
2019,Tabasco,Violencia familiar,1,7215
2019,Tabasco,Homicidio,1,997
2019,Tabasco,Delitos Sexuales,0,862
2019,Tabasco,Extorsión,1,232
2019,Tabasco,Narcomenudeo,1,123
2019,Tabasco,Secuestro,1,40
2019,Tabasco,Feminicidio,1,27
2019,Tamaulipas,Otros Delitos Contra el Patrimonio,0,14912
2019,Tamaulipas,Otros Delitos,0,11960
2019,Tamaulipas,Violencia familiar,1,7509
2019,Tamaulipas,Robo con violencia,1,4908
2019,Tamaulipas,Homicidio,1,1448
2019,Tamaulipas,Delitos Sexuales,0,1283
2019,Tamaulipas,Narcomenudeo,1,223
2019,Tamaulipas,Extorsión,1,123
2019,Tamaulipas,Secuestro,1,31
2019,Tamaulipas,Feminicidio,1,16
2019,Tlaxcala,Otros Delitos Contra el Patrimonio,0,2089
2019,Tlaxcala,Robo con violencia,1,1120
2019,Tlaxcala,Otros Delitos,0,771
2019,Tlaxcala,Homicidio,1,189
2019,Tlaxcala,Narcomenudeo,1,151
2019,Tlaxcala,Delitos Sexuales,0,48
2019,Tlaxcala,Violencia familiar,1,17
2019,Tlaxcala,Secuestro,1,14
2019,Tlaxcala,Feminicidio,1,10
2019,Tlaxcala,Extorsión,1,2
2019,Veracruz de Ignacio de la Llave,Otros Delitos Contra el Patrimonio,0,29209
2019,Veracruz de Ignacio de la Llave,Otros Delitos,0,28799
2019,Veracruz de Ignacio de la Llave,Robo con violencia,1,15880
2019,Veracruz de Ignacio de la Llave,Violencia familiar,1,10324
2019,Veracruz de Ignacio de la Llave,Homicidio,1,2399
2019,Veracruz de Ignacio de la Llave,Delitos Sexuales,0,1526
2019,Veracruz de Ignacio de la Llave,Extorsión,1,794
2019,Veracruz de Ignacio de la Llave,Narcomenudeo,1,495
2019,Veracruz de Ignacio de la Llave,Secuestro,1,298
2019,Veracruz de Ignacio de la Llave,Feminicidio,1,98
2019,Yucatán,Otros Delitos,0,7979
2019,Yucatán,Otros Delitos Contra el Patrimonio,0,6268
2019,Yucatán,Violencia familiar,1,1295
2019,Yucatán,Narcomenudeo,1,388
2019,Yucatán,Delitos Sexuales,0,251
2019,Yucatán,Homicidio,1,133
2019,Yucatán,Robo con violencia,1,95
2019,Yucatán,Extorsión,1,7
2019,Yucatán,Feminicidio,1,3
2019,Yucatán,Secuestro,1,0
2019,Zacatecas,Otros Delitos Contra el Patrimonio,0,10007
2019,Zacatecas,Otros Delitos,0,7422
2019,Zacatecas,Violencia familiar,1,2794
2019,Zacatecas,Robo con violencia,1,1710
2019,Zacatecas,Homicidio,1,666
2019,Zacatecas,Delitos Sexuales,0,626
2019,Zacatecas,Extorsión,1,339
2019,Zacatecas,Narcomenudeo,1,330
2019,Zacatecas,Secuestro,1,47
2019,Zacatecas,Feminicidio,1,11
2020,Aguascalientes,Otros Delitos Contra el Patrimonio,0,16673
2020,Aguascalientes,Otros Delitos,0,11011
2020,Aguascalientes,Violencia familiar,1,2153
2020,Aguascalientes,Narcomenudeo,1,2099
2020,Aguascalientes,Robo con violencia,1,976
2020,Aguascalientes,Delitos Sexuales,0,374
2020,Aguascalientes,Homicidio,1,221
2020,Aguascalientes,Extorsión,1,104
2020,Aguascalientes,Secuestro,1,12
2020,Aguascalientes,Feminicidio,1,3
2020,Baja California,Otros Delitos Contra el Patrimonio,0,31515
2020,Baja California,Otros Delitos,0,26059
2020,Baja California,Violencia familiar,1,10781
2020,Baja California,Narcomenudeo,1,9916
2020,Baja California,Robo con violencia,1,8316
2020,Baja California,Homicidio,1,3067
2020,Baja California,Delitos Sexuales,0,2342
2020,Baja California,Extorsión,1,127
2020,Baja California,Feminicidio,1,31
2020,Baja California,Secuestro,1,14
2020,Baja California Sur,Otros Delitos Contra el Patrimonio,0,8114
2020,Baja California Sur,Otros Delitos,0,5743
2020,Baja California Sur,Violencia familiar,1,2490
2020,Baja California Sur,Delitos Sexuales,0,631
2020,Baja California Sur,Robo con violencia,1,624
2020,Baja California Sur,Narcomenudeo,1,436
2020,Baja California Sur,Homicidio,1,118
2020,Baja California Sur,Extorsión,1,89
2020,Baja California Sur,Secuestro,1,5
2020,Baja California Sur,Feminicidio,1,4
2020,Campeche,Otros Delitos Contra el Patrimonio,0,865
2020,Campeche,Otros Delitos,0,336
2020,Campeche,Delitos Sexuales,0,257
2020,Campeche,Robo con violencia,1,249
2020,Campeche,Homicidio,1,122
2020,Campeche,Narcomenudeo,1,111
2020,Campeche,Violencia familiar,1,45
2020,Campeche,Extorsión,1,13
2020,Campeche,Feminicidio,1,3
2020,Campeche,Secuestro,1,2
2020,Chiapas,Otros Delitos,0,4547
2020,Chiapas,Violencia familiar,1,4474
2020,Chiapas,Otros Delitos Contra el Patrimonio,0,3741
2020,Chiapas,Robo con violencia,1,1519
2020,Chiapas,Narcomenudeo,1,1103
2020,Chiapas,Homicidio,1,1065
2020,Chiapas,Delitos Sexuales,0,707
2020,Chiapas,Extorsión,1,72
2020,Chiapas,Feminicidio,1,28
2020,Chiapas,Secuestro,1,13
2020,Chihuahua,Otros Delitos Contra el Patrimonio,0,24842
2020,Chihuahua,Otros Delitos,0,16038
2020,Chihuahua,Violencia familiar,1,11293
2020,Chihuahua,Narcomenudeo,1,7995
2020,Chihuahua,Homicidio,1,2567
2020,Chihuahua,Delitos Sexuales,0,2535
2020,Chihuahua,Robo con violencia,1,1501
2020,Chihuahua,Feminicidio,1,30
2020,Chihuahua,Secuestro,1,20
2020,Chihuahua,Extorsión,1,16
2020,Ciudad de México,Otros Delitos Contra el Patrimonio,0,92384
2020,Ciudad de México,Otros Delitos,0,39886
2020,Ciudad de México,Violencia familiar,1,27765
2020,Ciudad de México,Robo con violencia,1,24774
2020,Ciudad de México,Delitos Sexuales,0,5691
2020,Ciudad de México,Narcomenudeo,1,5404
2020,Ciudad de México,Homicidio,1,1761
2020,Ciudad de México,Extorsión,1,344
2020,Ciudad de México,Feminicidio,1,78
2020,Ciudad de México,Secuestro,1,68
2020,Coahuila de Zaragoza,Otros Delitos Contra el Patrimonio,0,14792
2020,Coahuila de Zaragoza,Otros Delitos,0,12161
2020,Coahuila de Zaragoza,Narcomenudeo,1,10072
2020,Coahuila de Zaragoza,Violencia familiar,1,9281
2020,Coahuila de Zaragoza,Delitos Sexuales,0,1116
2020,Coahuila de Zaragoza,Robo con violencia,1,580
2020,Coahuila de Zaragoza,Homicidio,1,390
2020,Coahuila de Zaragoza,Extorsión,1,37
2020,Coahuila de Zaragoza,Feminicidio,1,24
2020,Coahuila de Zaragoza,Secuestro,1,8
2020,Colima,Otros Delitos Contra el Patrimonio,0,11340
2020,Colima,Otros Delitos,0,7085
2020,Colima,Violencia familiar,1,4338
2020,Colima,Narcomenudeo,1,1201
2020,Colima,Homicidio,1,657
2020,Colima,Delitos Sexuales,0,506
2020,Colima,Robo con violencia,1,131
2020,Colima,Extorsión,1,98
2020,Colima,Feminicidio,1,7
2020,Colima,Secuestro,1,7
2020,Durango,Otros Delitos Contra el Patrimonio,0,12160
2020,Durango,Otros Delitos,0,6043
2020,Durango,Violencia familiar,1,5219
2020,Durango,Delitos Sexuales,0,746
2020,Durango,Narcomenudeo,1,746
2020,Durango,Robo con violencia,1,682
2020,Durango,Homicidio,1,314
2020,Durango,Extorsión,1,101
2020,Durango,Feminicidio,1,12
2020,Durango,Secuestro,1,1
2020,Guanajuato,Otros Delitos,0,41795
2020,Guanajuato,Otros Delitos Contra el Patrimonio,0,36045
2020,Guanajuato,Narcomenudeo,1,14932
2020,Guanajuato,Robo con violencia,1,13097
2020,Guanajuato,Violencia familiar,1,10035
2020,Guanajuato,Homicidio,1,4940
2020,Guanajuato,Delitos Sexuales,0,1976
2020,Guanajuato,Feminicidio,1,19
2020,Guanajuato,Extorsión,1,17
2020,Guanajuato,Secuestro,1,14
2020,Guerrero,Otros Delitos,0,8421
2020,Guerrero,Otros Delitos Contra el Patrimonio,0,6391
2020,Guerrero,Violencia familiar,1,2996
2020,Guerrero,Robo con violencia,1,2795
2020,Guerrero,Homicidio,1,1469
2020,Guerrero,Narcomenudeo,1,766
2020,Guerrero,Delitos Sexuales,0,760
2020,Guerrero,Extorsión,1,241
2020,Guerrero,Secuestro,1,22
2020,Guerrero,Feminicidio,1,13
2020,Hidalgo,Otros Delitos,0,16462
2020,Hidalgo,Otros Delitos Contra el Patrimonio,0,12783
2020,Hidalgo,Violencia familiar,1,5724
2020,Hidalgo,Robo con violencia,1,3749
2020,Hidalgo,Delitos Sexuales,0,1466
2020,Hidalgo,Homicidio,1,539
2020,Hidalgo,Narcomenudeo,1,363
2020,Hidalgo,Extorsión,1,133
2020,Hidalgo,Secuestro,1,22
2020,Hidalgo,Feminicidio,1,19
2020,Jalisco,Otros Delitos Contra el Patrimonio,0,51823
2020,Jalisco,Otros Delitos,0,34220
2020,Jalisco,Robo con violencia,1,21329
2020,Jalisco,Violencia familiar,1,11892
2020,Jalisco,Delitos Sexuales,0,2829
2020,Jalisco,Homicidio,1,2626
2020,Jalisco,Narcomenudeo,1,1067
2020,Jalisco,Extorsión,1,730
2020,Jalisco,Feminicidio,1,70
2020,Jalisco,Secuestro,1,13
2020,Michoacán de Ocampo,Otros Delitos,0,17201
2020,Michoacán de Ocampo,Otros Delitos Contra el Patrimonio,0,15495
2020,Michoacán de Ocampo,Robo con violencia,1,5878
2020,Michoacán de Ocampo,Homicidio,1,2921
2020,Michoacán de Ocampo,Narcomenudeo,1,2010
2020,Michoacán de Ocampo,Violencia familiar,1,1185
2020,Michoacán de Ocampo,Delitos Sexuales,0,1100
2020,Michoacán de Ocampo,Secuestro,1,48
2020,Michoacán de Ocampo,Extorsión,1,29
2020,Michoacán de Ocampo,Feminicidio,1,21
2020,Morelos,Otros Delitos Contra el Patrimonio,0,16779
2020,Morelos,Otros Delitos,0,11484
2020,Morelos,Violencia familiar,1,4946
2020,Morelos,Robo con violencia,1,4150
2020,Morelos,Homicidio,1,1033
2020,Morelos,Delitos Sexuales,0,988
2020,Morelos,Narcomenudeo,1,884
2020,Morelos,Extorsión,1,135
2020,Morelos,Secuestro,1,57
2020,Morelos,Feminicidio,1,35
2020,México,Otros Delitos,0,137804
2020,México,Otros Delitos Contra el Patrimonio,0,94680
2020,México,Robo con violencia,1,75006
2020,México,Violencia familiar,1,16915
2020,México,Delitos Sexuales,0,6056
2020,México,Narcomenudeo,1,3941
2020,México,Homicidio,1,3575
2020,México,Extorsión,1,2995
2020,México,Secuestro,1,155
2020,México,Feminicidio,1,151
2020,Nayarit,Otros Delitos,0,1585
2020,Nayarit,Otros Delitos Contra el Patrimonio,0,952
2020,Nayarit,Violencia familiar,1,864
2020,Nayarit,Homicidio,1,308
2020,Nayarit,Delitos Sexuales,0,161
2020,Nayarit,Robo con violencia,1,143
2020,Nayarit,Narcomenudeo,1,129
2020,Nayarit,Feminicidio,1,12
2020,Nayarit,Extorsión,1,8
2020,Nayarit,Secuestro,1,3
2020,Nuevo León,Otros Delitos Contra el Patrimonio,0,25417
2020,Nuevo León,Otros Delitos,0,24332
2020,Nuevo León,Violencia familiar,1,17940
2020,Nuevo León,Narcomenudeo,1,3869
2020,Nuevo León,Delitos Sexuales,0,2892
2020,Nuevo León,Robo con violencia,1,2680
2020,Nuevo León,Homicidio,1,1347
2020,Nuevo León,Extorsión,1,389
2020,Nuevo León,Feminicidio,1,67
2020,Nuevo León,Secuestro,1,16
2020,Oaxaca,Otros Delitos Contra el Patrimonio,0,12949
2020,Oaxaca,Otros Delitos,0,12505
2020,Oaxaca,Violencia familiar,1,6476
2020,Oaxaca,Robo con violencia,1,3587
2020,Oaxaca,Homicidio,1,1651
2020,Oaxaca,Delitos Sexuales,0,1459
2020,Oaxaca,Narcomenudeo,1,254
2020,Oaxaca,Extorsión,1,113
2020,Oaxaca,Feminicidio,1,36
2020,Oaxaca,Secuestro,1,31
2020,Puebla,Otros Delitos Contra el Patrimonio,0,21265
2020,Puebla,Otros Delitos,0,15989
2020,Puebla,Robo con violencia,1,12691
2020,Puebla,Violencia familiar,1,9124
2020,Puebla,Delitos Sexuales,0,1755
2020,Puebla,Narcomenudeo,1,1273
2020,Puebla,Homicidio,1,1266
2020,Puebla,Extorsión,1,145
2020,Puebla,Feminicidio,1,52
2020,Puebla,Secuestro,1,27
2020,Querétaro,Otros Delitos Contra el Patrimonio,0,25562
2020,Querétaro,Otros Delitos,0,16219
2020,Querétaro,Violencia familiar,1,3552
2020,Querétaro,Robo con violencia,1,3117
2020,Querétaro,Delitos Sexuales,0,1715
2020,Querétaro,Narcomenudeo,1,1134
