year,state,type_of_crime,is_high_impact,total,total_population,crime_per_100k
2018,Durango,Feminicide,1,4,1832650,0.2182631708182141
2018,Guanajuato,Theft with violence,1,12737,6166934,206.5369922882262
2018,Guanajuato,Domestic violence,1,10356,6166934,167.92785523568114
2018,Guanajuato,Drug dealing,1,8739,6166934,141.70737030751425
2018,Guanajuato,Homicide,1,4298,6166934,69.69427595625314
2018,Guanajuato,Sexual crimes,1,1755,6166934,28.458225756915834
2018,Guanajuato,Feminicide,1,21,6166934,0.34052577828788183
2018,Guanajuato,Extortion,1,13,6166934,0.21080167227345062
2018,Guanajuato,Kidnapping,1,4,6166934,0.06486205300721558
2018,Guerrero,Theft with violence,1,4733,3540685,133.67469853997179
2018,Guerrero,Domestic violence,1,2834,3540685,80.04100901379253
2018,Guerrero,Homicide,1,2716,3540685,76.70832056508839
2018,Guerrero,Sexual crimes,1,478,3540685,13.50021252949641
2018,Guerrero,Drug dealing,1,281,3540685,7.936317407507305
2018,Guerrero,Extortion,1,202,3540685,5.705110734222332
2018,Guerrero,Kidnapping,1,57,3540685,1.6098579794587773
2018,Guerrero,Feminicide,1,33,3540685,0.932023040739292
2018,Hidalgo,Domestic violence,1,5083,3082841,164.8803814403662
2018,Hidalgo,Theft with violence,1,4609,3082841,149.50495338552977
2018,Hidalgo,Sexual crimes,1,1180,3082841,38.27638207744091
2018,Hidalgo,Homicide,1,733,3082841,23.77676954471541
2018,Hidalgo,Drug dealing,1,270,3082841,8.75815522110936
2018,Hidalgo,Extortion,1,142,3082841,4.606140894064922
2018,Hidalgo,Kidnapping,1,21,3082841,0.681189850530728
2018,Hidalgo,Feminicide,1,20,3082841,0.6487522386006933
2018,Jalisco,Theft with violence,1,28849,8348151,345.57352879697555
2018,Jalisco,Domestic violence,1,8850,8348151,106.01149883369384
2018,Jalisco,Sexual crimes,1,2897,8348151,34.7022951549391
2018,Jalisco,Homicide,1,2761,8348151,33.07319189602584
2018,Jalisco,Drug dealing,1,2387,8348151,28.593157934014368
2018,Jalisco,Extortion,1,778,8348151,9.319428937018507
2018,Jalisco,Feminicide,1,34,8348151,0.4072758147283153
2018,Jalisco,Kidnapping,1,16,8348151,0.1916592069309719
2018,Michoacán de Ocampo,Theft with violence,1,7379,4748846,155.38511882676337
2018,Michoacán de Ocampo,Homicide,1,2276,4748846,47.92743331748387
2018,Michoacán de Ocampo,Drug dealing,1,2240,4748846,47.169354407365496
2018,Michoacán de Ocampo,Domestic violence,1,1273,4748846,26.806512571685836
2018,Michoacán de Ocampo,Sexual crimes,1,730,4748846,15.372155677400361
2018,Michoacán de Ocampo,Kidnapping,1,34,4748846,0.7159634151117977
2018,Michoacán de Ocampo,Feminicide,1,21,4748846,0.4422126975690515
2018,Michoacán de Ocampo,Extortion,1,3,4748846,0.0631732425098645
2018,Morelos,Domestic violence,1,4953,1971520,251.2274793053076
2018,Morelos,Theft with violence,1,4083,1971520,207.09909105664664
2018,Morelos,Homicide,1,1000,1971520,50.722285343288426
2018,Morelos,Sexual crimes,1,989,1971520,50.16434020451225
2018,Morelos,Drug dealing,1,734,1971520,37.2301574419737
2018,Morelos,Kidnapping,1,46,1971520,2.3332251257912677
2018,Morelos,Feminicide,1,28,1971520,1.4202239896120759
2018,Morelos,Extortion,1,24,1971520,1.2173348482389224
2018,México,Theft with violence,1,97255,16992418,572.3435004953385
2018,México,Domestic violence,1,6496,16992418,38.2288147572641
2018,México,Sexual crimes,1,4293,16992418,25.264209013690696
2018,México,Homicide,1,3339,16992418,19.64994034398165
2018,México,Drug dealing,1,1964,16992418,11.558096087325536
2018,México,Extortion,1,1629,16992418,9.586628577522045
2018,México,Kidnapping,1,174,16992418,1.023986109569574
2018,México,Feminicide,1,115,16992418,0.6767724287385115
2018,Nayarit,Homicide,1,446,1235456,36.10003108164111
2018,Nayarit,Domestic violence,1,404,1235456,32.7004765851637
2018,Nayarit,Drug dealing,1,332,1235456,26.872668876916702
2018,Nayarit,Theft with violence,1,191,1235456,15.45987878159967
2018,Nayarit,Sexual crimes,1,78,1235456,6.313458350600912
2018,Nayarit,Kidnapping,1,9,1235456,0.7284759635308745
2018,Nayarit,Extortion,1,4,1235456,0.32376709490261085
2018,Nayarit,Feminicide,1,4,1235456,0.32376709490261085
2018,Nuevo León,Domestic violence,1,16410,5784442,283.6920138537131
2018,Nuevo León,Theft with violence,1,3752,5784442,64.86364631195195
2018,Nuevo León,Drug dealing,1,2547,5784442,44.031904892468454
2018,Nuevo León,Sexual crimes,1,2421,5784442,41.85364811333574
2018,Nuevo León,Homicide,1,1284,5784442,22.197473844495285
2018,Nuevo León,Extortion,1,536,5784442,9.266235187421708
2018,Nuevo León,Feminicide,1,79,5784442,1.3657324250117815
2018,Nuevo León,Kidnapping,1,28,5784442,0.4840570620294922
2018,Oaxaca,Domestic violence,1,5682,4132148,137.5071754448292
2018,Oaxaca,Theft with violence,1,4683,4132148,113.3308874706327
2018,Oaxaca,Homicide,1,1743,4132148,42.181451390414864
2018,Oaxaca,Sexual crimes,1,1201,4132148,29.06478664365362
2018,Oaxaca,Drug dealing,1,328,4132148,7.937760215752195
2018,Oaxaca,Extortion,1,130,4132148,3.1460635001456865
2018,Oaxaca,Feminicide,1,29,4132148,0.7018141654171147
2018,Oaxaca,Kidnapping,1,27,4132148,0.6534131884917965
2018,Puebla,Theft with violence,1,18552,6583278,281.8049002335918
2018,Puebla,Domestic violence,1,7296,6583278,110.8262479573246
2018,Puebla,Homicide,1,1983,6583278,30.12177216274324
2018,Puebla,Sexual crimes,1,1569,6583278,23.83311171121742
2018,Puebla,Drug dealing,1,253,6583278,3.8430702759324458
2018,Puebla,Extortion,1,168,6583278,2.5519201832278693
2018,Puebla,Kidnapping,1,46,6583278,0.6987400501695356
2018,Puebla,Feminicide,1,32,6583278,0.48608003490054646
2018,Querétaro,Theft with violence,1,2718,2368467,114.75777369919022
2018,Querétaro,Domestic violence,1,1865,2368467,78.74291683185791
2018,Querétaro,Drug dealing,1,1149,2368467,48.51239219292479
2018,Querétaro,Sexual crimes,1,876,2368467,36.985949139253364
2018,Querétaro,Homicide,1,490,2368467,20.688487532230763
2018,Querétaro,Extortion,1,104,2368467,4.391025925208162
2018,Querétaro,Kidnapping,1,12,2368467,0.5066568375240187
2018,Querétaro,Feminicide,1,7,2368467,0.2955498218890109
2018,Quintana Roo,Theft with violence,1,4297,1857985,231.27205009728283
2018,Quintana Roo,Domestic violence,1,4025,1857985,216.63253470829957
2018,Quintana Roo,Homicide,1,936,1857985,50.37715589738345
2018,Quintana Roo,Sexual crimes,1,639,1857985,34.39209681455986
2018,Quintana Roo,Drug dealing,1,500,1857985,26.9108738768074
2018,Quintana Roo,Extortion,1,126,1857985,6.781540216955466
2018,Quintana Roo,Kidnapping,1,14,1857985,0.7535044685506073
2018,Quintana Roo,Feminicide,1,8,1857985,0.4305739820289184
2018,San Luis Potosí,Domestic violence,1,6048,2822255,214.29672371915365
2018,San Luis Potosí,Theft with violence,1,3396,2822255,120.32931113595333
2018,San Luis Potosí,Sexual crimes,1,1108,2822255,39.25938655436875
2018,San Luis Potosí,Homicide,1,899,2822255,31.853960751243246
2018,San Luis Potosí,Drug dealing,1,503,2822255,17.822627650584373
2018,San Luis Potosí,Extortion,1,122,2822255,4.322784440101976
2018,San Luis Potosí,Feminicide,1,27,2822255,0.9566818023176502
2018,San Luis Potosí,Kidnapping,1,20,2822255,0.7086531869019632
2018,Sinaloa,Theft with violence,1,4669,3026943,154.24803176009593
2018,Sinaloa,Domestic violence,1,3800,3026943,125.53919911937555
2018,Sinaloa,Homicide,1,1608,3026943,53.12290320630418
2018,Sinaloa,Drug dealing,1,793,3026943,26.198048658332848
2018,Sinaloa,Sexual crimes,1,542,3026943,17.90585419018462
2018,Sinaloa,Extortion,1,64,3026943,2.114344406221062
2018,Sinaloa,Feminicide,1,48,3026943,1.5857583046657966
2018,Sinaloa,Kidnapping,1,8,3026943,0.26429305077763277
2018,Sonora,Theft with violence,1,3213,2944840,109.10609744502247
2018,Sonora,Domestic violence,1,2195,2944840,74.53715651784137
2018,Sonora,Homicide,1,1157,2944840,39.28906154493962
2018,Sonora,Drug dealing,1,698,2944840,23.702476195650696
2018,Sonora,Sexual crimes,1,515,2944840,17.48821667730675
2018,Sonora,Feminicide,1,31,2944840,1.052688770867008
2018,Sonora,Extortion,1,10,2944840,0.3395770228603252
2018,Sonora,Kidnapping,1,2,2944840,0.06791540457206503
2018,Tabasco,Theft with violence,1,14303,2402598,595.3139060300557
2018,Tabasco,Domestic violence,1,6448,2402598,268.3761494848493
2018,Tabasco,Homicide,1,1001,2402598,41.66323288373669
2018,Tabasco,Sexual crimes,1,686,2402598,28.55242533291046
2018,Tabasco,Extortion,1,331,2402598,13.776753331185658
2018,Tabasco,Drug dealing,1,131,2402598,5.452431076692814
2018,Tabasco,Kidnapping,1,103,2402598,4.287025961063815
2018,Tabasco,Feminicide,1,40,2402598,1.6648644508985688
2018,Tamaulipas,Domestic violence,1,7029,3527735,199.24966019272992
2018,Tamaulipas,Theft with violence,1,5173,3527735,146.63799860250273
2018,Tamaulipas,Homicide,1,1607,3527735,45.553308284210694
2018,Tamaulipas,Sexual crimes,1,1195,3527735,33.87442650879389
2018,Tamaulipas,Drug dealing,1,261,3527735,7.3985149111256945
2018,Tamaulipas,Extortion,1,138,3527735,3.911858458756114
2018,Tamaulipas,Kidnapping,1,109,3527735,3.0898012464088147
2018,Tamaulipas,Feminicide,1,13,3527735,0.36850840553499625
2018,Tlaxcala,Theft with violence,1,2101,1342977,156.44348339547142
2018,Tlaxcala,Sexual crimes,1,212,1342977,15.78582507369821
2018,Tlaxcala,Homicide,1,167,1342977,12.435060317488684
2018,Tlaxcala,Domestic violence,1,130,1342977,9.679987073494186
2018,Tlaxcala,Drug dealing,1,107,1342977,7.967373975875983
2018,Tlaxcala,Feminicide,1,8,1342977,0.5956915122150268
2018,Tlaxcala,Kidnapping,1,3,1342977,0.22338431708063503
2018,Tlaxcala,Extortion,1,1,1342977,0.07446143902687835
2018,Veracruz de Ignacio de la Llave,Theft with violence,1,11496,8062579,142.5846494031252
2018,Veracruz de Ignacio de la Llave,Domestic violence,1,6219,8062579,77.13412792606435
2018,Veracruz de Ignacio de la Llave,Homicide,1,2439,8062579,30.250866379107727
2018,Veracruz de Ignacio de la Llave,Sexual crimes,1,745,8062579,9.240219537693832
2018,Veracruz de Ignacio de la Llave,Extortion,1,578,8062579,7.168922003740986
2018,Veracruz de Ignacio de la Llave,Drug dealing,1,351,8062579,4.353445715074544
2018,Veracruz de Ignacio de la Llave,Kidnapping,1,175,8062579,2.1705213679146587
2018,Veracruz de Ignacio de la Llave,Feminicide,1,101,8062579,1.2527009037678887
2018,Yucatán,Domestic violence,1,1935,2320898,83.37290135111495
2018,Yucatán,Sexual crimes,1,339,2320898,14.60641527546665
2018,Yucatán,Drug dealing,1,227,2320898,9.780696954368524
2018,Yucatán,Homicide,1,88,2320898,3.791635823719957
2018,Yucatán,Theft with violence,1,59,2320898,2.5421194727213345
2018,Yucatán,Feminicide,1,7,2320898,0.30160739506863293
2018,Yucatán,Extortion,1,5,2320898,0.21543385362045206
2018,Yucatán,Kidnapping,1,0,2320898,0.0
2018,Zacatecas,Domestic violence,1,2151,1622138,132.6027748563932
2018,Zacatecas,Theft with violence,1,1796,1622138,110.71807700701174
2018,Zacatecas,Homicide,1,700,1622138,43.152925336808586
2018,Zacatecas,Sexual crimes,1,434,1622138,26.754813708821324
2018,Zacatecas,Drug dealing,1,359,1622138,22.13128599416326
2018,Zacatecas,Extortion,1,235,1622138,14.487053505928595
2018,Zacatecas,Kidnapping,1,41,1622138,2.5275284840130743
2018,Zacatecas,Feminicide,1,20,1622138,1.2329407239088166
2019,Aguascalientes,Drug dealing,1,2206,1425607,154.74110326338183
2019,Aguascalientes,Domestic violence,1,2152,1425607,150.95324307470432
2019,Aguascalientes,Theft with violence,1,1198,1425607,84.03437974140138
2019,Aguascalientes,Sexual crimes,1,406,1425607,28.479096974131018
2019,Aguascalientes,Homicide,1,269,1425607,18.86915538433804
2019,Aguascalientes,Extortion,1,116,1425607,8.13688484975172
2019,Aguascalientes,Kidnapping,1,12,1425607,0.8417467085950054
2019,Aguascalientes,Feminicide,1,5,1425607,0.35072779524791897
2019,Baja California,Theft with violence,1,10497,3769020,278.5074104143783
2019,Baja California,Domestic violence,1,10455,3769020,277.39306238757024
2019,Baja California,Drug dealing,1,10307,3769020,273.46631219786576
2019,Baja California,Homicide,1,3065,3769020,81.32087386110979
2019,Baja California,Sexual crimes,1,2505,3769020,66.46290017033606
2019,Baja California,Extortion,1,218,3769020,5.783996901051202
2019,Baja California,Feminicide,1,23,3769020,0.6102382051567782
2019,Baja California,Kidnapping,1,10,3769020,0.2653209587638166
2019,Baja California Sur,Domestic violence,1,2612,798447,327.1350509175938
2019,Baja California Sur,Theft with violence,1,889,798447,111.34114098994674
2019,Baja California Sur,Sexual crimes,1,612,798447,76.64879447226929
2019,Baja California Sur,Drug dealing,1,479,798447,59.99145841865521
2019,Baja California Sur,Extortion,1,185,798447,23.169978721192514
2019,Baja California Sur,Homicide,1,168,798447,21.040845541407258
2019,Baja California Sur,Kidnapping,1,5,798447,0.6262156411133113
2019,Baja California Sur,Feminicide,1,2,798447,0.25048625644532446
2019,Campeche,Sexual crimes,1,331,928363,35.65415683304914
2019,Campeche,Theft with violence,1,210,928363,22.620462039094622
2019,Campeche,Homicide,1,134,928363,14.434009110660378
2019,Campeche,Drug dealing,1,116,928363,12.495112364452266
2019,Campeche,Domestic violence,1,62,928363,6.678422125827936
2019,Campeche,Extortion,1,25,928363,2.6929121475112647
2019,Campeche,Feminicide,1,6,928363,0.6462989154027035
2019,Campeche,Kidnapping,1,3,928363,0.32314945770135173
2019,Chiapas,Domestic violence,1,5108,5543828,92.13850068941532
2019,Chiapas,Theft with violence,1,3883,5543828,70.04185555540323
2019,Chiapas,Homicide,1,1186,5543828,21.39316010525579
2019,Chiapas,Drug dealing,1,852,5543828,15.368442166676166
2019,Chiapas,Sexual crimes,1,820,5543828,14.79122368154279
2019,Chiapas,Extortion,1,138,5543828,2.489254717137689
2019,Chiapas,Kidnapping,1,21,5543828,0.37879963086877877
2019,Chiapas,Feminicide,1,20,5543828,0.36076155320836073
2019,Chihuahua,Domestic violence,1,10968,3741869,293.11555268236276
2019,Chihuahua,Drug dealing,1,7602,3741869,203.1605061534757
2019,Chihuahua,Sexual crimes,1,2691,3741869,71.915932920153
2019,Chihuahua,Homicide,1,2463,3741869,65.82272121231395
2019,Chihuahua,Theft with violence,1,1626,3741869,43.454220337483754
2019,Chihuahua,Feminicide,1,30,3741869,0.8017383826104014
2019,Chihuahua,Extortion,1,18,3741869,0.48104302956624084
2019,Chihuahua,Kidnapping,1,16,3741869,0.4275938040588807
2019,Ciudad de México,Theft with violence,1,37550,9209944,407.7114909710635
2019,Ciudad de México,Domestic violence,1,25774,9209944,279.84969289715553
2019,Ciudad de México,Sexual crimes,1,6448,9209944,70.01128345622948
2019,Ciudad de México,Drug dealing,1,6097,9209944,66.20018536486216
2019,Ciudad de México,Homicide,1,1997,9209944,21.683085152309285
2019,Ciudad de México,Extortion,1,856,9209944,9.294301898035428
2019,Ciudad de México,Kidnapping,1,180,9209944,1.954409277624272
2019,Ciudad de México,Feminicide,1,72,9209944,0.7817637110497089
2019,Coahuila de Zaragoza,Domestic violence,1,10647,3146771,338.34683235608816
2019,Coahuila de Zaragoza,Drug dealing,1,8610,3146771,273.61380920314826
2019,Coahuila de Zaragoza,Sexual crimes,1,1095,3146771,34.79757503803105
2019,Coahuila de Zaragoza,Theft with violence,1,511,3146771,16.238868351081155
2019,Coahuila de Zaragoza,Homicide,1,449,3146771,14.268594695959763
2019,Coahuila de Zaragoza,Extortion,1,37,3146771,1.1758084716047021
2019,Coahuila de Zaragoza,Feminicide,1,24,3146771,0.762686576176023
2019,Coahuila de Zaragoza,Kidnapping,1,10,3146771,0.31778607340667625
2019,Colima,Domestic violence,1,3226,731391,441.07734440265193
2019,Colima,Drug dealing,1,1699,731391,232.29708869811085
2019,Colima,Homicide,1,780,731391,106.64610311037463
2019,Colima,Theft with violence,1,447,731391,61.11642062863776
2019,Colima,Sexual crimes,1,401,731391,54.82703506059002
2019,Colima,Extortion,1,74,731391,10.117707218163746
2019,Colima,Kidnapping,1,18,731391,2.461063917931722
2019,Colima,Feminicide,1,10,731391,1.36725773218429
2019,Durango,Domestic violence,1,6320,1832650,344.8558098927782
2019,Durango,Drug dealing,1,893,1832650,48.72725288516629
2019,Durango,Sexual crimes,1,804,1832650,43.87089733446103
2019,Durango,Theft with violence,1,694,1832650,37.86866013696014
2019,Durango,Homicide,1,365,1832650,19.916514337162035
2019,Durango,Extortion,1,114,1832650,6.220500368319101
2019,Durango,Feminicide,1,10,1832650,0.5456579270455352
2019,Durango,Kidnapping,1,1,1832650,0.05456579270455352
2019,Guanajuato,Theft with violence,1,14903,6166934,241.65979399163345
2019,Guanajuato,Domestic violence,1,11142,6166934,180.67324865159898
2019,Guanajuato,Drug dealing,1,9440,6166934,153.07444509702876
2019,Guanajuato,Homicide,1,4494,6166934,72.8725165536067
2019,Guanajuato,Sexual crimes,1,2105,6166934,34.1336553950472
2019,Guanajuato,Extortion,1,18,6166934,0.2918792385324701
2019,Guanajuato,Feminicide,1,18,6166934,0.2918792385324701
2019,Guanajuato,Kidnapping,1,10,6166934,0.16215513251803895
2019,Guerrero,Theft with violence,1,3655,3540685,103.22861254248824
2019,Guerrero,Domestic violence,1,3027,3540685,85.49193164599505
2019,Guerrero,Homicide,1,2032,3540685,57.390024811583075
2019,Guerrero,Sexual crimes,1,674,3540685,19.03586452903887
2019,Guerrero,Drug dealing,1,642,3540685,18.132084610746226
2019,Guerrero,Extortion,1,259,3540685,7.31496871368111
2019,Guerrero,Kidnapping,1,44,3540685,1.2426973876523892
2019,Guerrero,Feminicide,1,18,3540685,0.5083762040396138
2019,Hidalgo,Domestic violence,1,5619,3082841,182.2669414348648
2019,Hidalgo,Theft with violence,1,4830,3082841,156.67366562206743
2019,Hidalgo,Sexual crimes,1,1468,3082841,47.61841431329089
2019,Hidalgo,Homicide,1,646,3082841,20.954697306802395
2019,Hidalgo,Drug dealing,1,422,3082841,13.688672234474629
2019,Hidalgo,Extortion,1,210,3082841,6.811898505307281
2019,Hidalgo,Kidnapping,1,30,3082841,0.9731283579010399
2019,Hidalgo,Feminicide,1,20,3082841,0.6487522386006933
2019,Jalisco,Theft with violence,1,27472,8348151,329.07885830047877
2019,Jalisco,Domestic violence,1,11055,8348151,132.4245332888684
2019,Jalisco,Sexual crimes,1,3235,8348151,38.75109590135588
2019,Jalisco,Homicide,1,2751,8348151,32.95340489169398
2019,Jalisco,Drug dealing,1,1734,8348151,20.77106655114408
2019,Jalisco,Extortion,1,742,8348151,8.888195721423822
2019,Jalisco,Feminicide,1,65,8348151,0.7786155281570734
2019,Jalisco,Kidnapping,1,20,8348151,0.2395740086637149
2019,Michoacán de Ocampo,Theft with violence,1,6971,4748846,146.79355784542182
2019,Michoacán de Ocampo,Homicide,1,2686,4748846,56.56110979383202
2019,Michoacán de Ocampo,Drug dealing,1,2327,4748846,49.00137844015156
2019,Michoacán de Ocampo,Sexual crimes,1,946,4748846,19.920629138110606
2019,Michoacán de Ocampo,Domestic violence,1,941,4748846,19.815340400594163
2019,Michoacán de Ocampo,Kidnapping,1,47,4748846,0.9897141326545439
2019,Michoacán de Ocampo,Feminicide,1,14,4748846,0.29480846504603436
2019,Michoacán de Ocampo,Extortion,1,2,4748846,0.04211549500657634
2019,Morelos,Domestic violence,1,5132,1971520,260.3067683817562
2019,Morelos,Theft with violence,1,3510,1971520,178.03522155494238
2019,Morelos,Homicide,1,1162,1971520,58.93929556890115
2019,Morelos,Sexual crimes,1,993,1971520,50.367229345885406
2019,Morelos,Drug dealing,1,894,1971520,45.34572309689985
2019,Morelos,Extortion,1,184,1971520,9.332900503165071
2019,Morelos,Kidnapping,1,72,1971520,3.6520045447167666
2019,Morelos,Feminicide,1,39,1971520,1.9781691283882485
2019,México,Theft with violence,1,86549,16992418,509.3389298686037
2019,México,Domestic violence,1,9249,16992418,54.430158203499936
2019,México,Sexual crimes,1,5583,16992418,32.855830170844435
2019,México,Drug dealing,1,3952,16992418,23.25743163803998
2019,México,Homicide,1,3472,16992418,20.432642370261842
2019,México,Extortion,1,2487,16992418,14.635939393675462
2019,México,Kidnapping,1,206,16992418,1.2123053940881163
2019,México,Feminicide,1,121,16992418,0.7120822945857382
2019,Nayarit,Domestic violence,1,768,1235456,62.16328222130129
2019,Nayarit,Drug dealing,1,337,1235456,27.277377745544964
2019,Nayarit,Homicide,1,270,1235456,21.854278905926233
2019,Nayarit,Theft with violence,1,163,1235456,13.193509117281392
2019,Nayarit,Sexual crimes,1,141,1235456,11.412790095317034
2019,Nayarit,Feminicide,1,5,1235456,0.4047088686282636
2019,Nayarit,Extortion,1,4,1235456,0.32376709490261085
2019,Nayarit,Kidnapping,1,3,1235456,0.24282532117695815
2019,Nuevo León,Domestic violence,1,16339,5784442,282.46458344642406
2019,Nuevo León,Drug dealing,1,3485,5784442,60.247816470456435
2019,Nuevo León,Theft with violence,1,3072,5784442,53.10797480552143
2019,Nuevo León,Sexual crimes,1,2589,5784442,44.75799048551269
2019,Nuevo León,Homicide,1,1454,5784442,25.136391721102918
2019,Nuevo León,Extortion,1,509,5784442,8.799465877607554
2019,Nuevo León,Feminicide,1,67,5784442,1.1582793984277135
2019,Nuevo León,Kidnapping,1,26,5784442,0.4494815575988142
2019,Oaxaca,Domestic violence,1,6439,4132148,155.82694521106214
2019,Oaxaca,Theft with violence,1,4170,4132148,100.91603688928856
2019,Oaxaca,Homicide,1,1853,4132148,44.843505121307366
2019,Oaxaca,Sexual crimes,1,1509,4132148,36.51853709015263
2019,Oaxaca,Drug dealing,1,376,4132148,9.099383661959834
2019,Oaxaca,Extortion,1,131,4132148,3.170263988608346
2019,Oaxaca,Feminicide,1,28,4132148,0.6776136769544556
2019,Oaxaca,Kidnapping,1,23,4132148,0.55661123464116
2019,Puebla,Theft with violence,1,19754,6583278,300.0632815445436
2019,Puebla,Domestic violence,1,9077,6583278,137.87963989975813
2019,Puebla,Sexual crimes,1,1998,6583278,30.349622179102873
2019,Puebla,Homicide,1,1664,6583278,25.27616181482842
2019,Puebla,Drug dealing,1,484,6583278,7.351960527870766
2019,Puebla,Extortion,1,192,6583278,2.916480209403279
2019,Puebla,Kidnapping,1,69,6583278,1.0481100752543033
2019,Puebla,Feminicide,1,57,6583278,0.8658300621665984
2019,Querétaro,Domestic violence,1,3135,2368467,132.3640988031499
2019,Querétaro,Theft with violence,1,2953,2368467,124.6798034340356
2019,Querétaro,Drug dealing,1,1579,2368467,66.66759553753546
2019,Querétaro,Sexual crimes,1,1381,2368467,58.30775771838915
2019,Querétaro,Homicide,1,503,2368467,21.237365772881784
2019,Querétaro,Extortion,1,259,2368467,10.935343409893404
2019,Querétaro,Feminicide,1,10,2368467,0.4222140312700156
2019,Querétaro,Kidnapping,1,8,2368467,0.3377712250160125
2019,Quintana Roo,Theft with violence,1,5910,1857985,318.08652922386347
2019,Quintana Roo,Domestic violence,1,5508,1857985,296.45018662691035
2019,Quintana Roo,Homicide,1,1500,1857985,80.7326216304222
2019,Quintana Roo,Drug dealing,1,1028,1857985,55.32875669071602
2019,Quintana Roo,Sexual crimes,1,1009,1857985,54.306143483397335
2019,Quintana Roo,Extortion,1,276,1857985,14.854802379997686
2019,Quintana Roo,Kidnapping,1,24,1857985,1.2917219460867553
2019,Quintana Roo,Feminicide,1,16,1857985,0.8611479640578368
2019,San Luis Potosí,Domestic violence,1,8233,2822255,291.7170843881931
2019,San Luis Potosí,Theft with violence,1,3562,2822255,126.21113258723963
2019,San Luis Potosí,Sexual crimes,1,1409,2822255,49.92461701724331
2019,San Luis Potosí,Homicide,1,853,2822255,30.22405842136873
2019,San Luis Potosí,Drug dealing,1,779,2822255,27.602041629831465
2019,San Luis Potosí,Extortion,1,121,2822255,4.287351780756877
2019,San Luis Potosí,Feminicide,1,28,2822255,0.9921144616627484
2019,San Luis Potosí,Kidnapping,1,24,2822255,0.8503838242823558
2019,Sinaloa,Domestic violence,1,4460,3026943,147.34337580853025
2019,Sinaloa,Theft with violence,1,3827,3026943,126.43118816575006
2019,Sinaloa,Homicide,1,1407,3026943,46.48254030551616
2019,Sinaloa,Sexual crimes,1,632,3026943,20.879151011432988
2019,Sinaloa,Drug dealing,1,614,3026943,20.284491647183312
2019,Sinaloa,Extortion,1,46,3026943,1.5196850419713883
2019,Sinaloa,Feminicide,1,37,3026943,1.2223553598465513
2019,Sinaloa,Kidnapping,1,6,3026943,0.19821978808322457
2019,Sonora,Domestic violence,1,3587,2944840,121.80627809999865
2019,Sonora,Theft with violence,1,3552,2944840,120.6177585199875
2019,Sonora,Drug dealing,1,1610,2944840,54.67190068051235
2019,Sonora,Homicide,1,1421,2944840,48.253894948452206
2019,Sonora,Sexual crimes,1,704,2944840,23.906222409366894
2019,Sonora,Feminicide,1,37,2944840,1.2564349845832032
2019,Sonora,Extortion,1,16,2944840,0.5433232365765203
2019,Sonora,Kidnapping,1,12,2944840,0.4074924274323902
2019,Tabasco,Theft with violence,1,11973,2402598,498.3355517652142
2019,Tabasco,Domestic violence,1,7215,2402598,300.29992533082935
2019,Tabasco,Homicide,1,997,2402598,41.49674643864683
2019,Tabasco,Sexual crimes,1,862,2402598,35.87782891686416
2019,Tabasco,Extortion,1,232,2402598,9.6562138152117
2019,Tabasco,Drug dealing,1,123,2402598,5.119458186513099
2019,Tabasco,Kidnapping,1,40,2402598,1.6648644508985688
2019,Tabasco,Feminicide,1,27,2402598,1.123783504356534
2019,Tamaulipas,Domestic violence,1,7509,3527735,212.856124397099
2019,Tamaulipas,Theft with violence,1,4908,3527735,139.12609648967396
2019,Tamaulipas,Homicide,1,1448,3527735,41.04616701651343
2019,Tamaulipas,Sexual crimes,1,1283,3527735,36.36894494626156
2019,Tamaulipas,Drug dealing,1,223,3527735,6.321336494946474
2019,Tamaulipas,Extortion,1,123,3527735,3.4866564523695796
2019,Tamaulipas,Kidnapping,1,31,3527735,0.8787508131988372
2019,Tamaulipas,Feminicide,1,16,3527735,0.4535488068123031
2019,Tlaxcala,Theft with violence,1,1120,1342977,83.39681171010375
2019,Tlaxcala,Homicide,1,189,1342977,14.073211976080007
2019,Tlaxcala,Drug dealing,1,151,1342977,11.243677293058632
2019,Tlaxcala,Sexual crimes,1,48,1342977,3.5741490732901604
2019,Tlaxcala,Domestic violence,1,17,1342977,1.265844463456932
2019,Tlaxcala,Kidnapping,1,14,1342977,1.042460146376297
2019,Tlaxcala,Feminicide,1,10,1342977,0.7446143902687835
2019,Tlaxcala,Extortion,1,2,1342977,0.1489228780537567
2019,Veracruz de Ignacio de la Llave,Theft with violence,1,15880,8062579,196.95931041419874
2019,Veracruz de Ignacio de la Llave,Domestic violence,1,10324,8062579,128.04835772771963
2019,Veracruz de Ignacio de la Llave,Homicide,1,2399,8062579,29.75474720929866
2019,Veracruz de Ignacio de la Llave,Sexual crimes,1,1526,8062579,18.926946328215823
2019,Veracruz de Ignacio de la Llave,Extortion,1,794,8062579,9.847965520709936
2019,Veracruz de Ignacio de la Llave,Drug dealing,1,495,8062579,6.139474726387177
2019,Veracruz de Ignacio de la Llave,Kidnapping,1,298,8062579,3.696087815077533
2019,Veracruz de Ignacio de la Llave,Feminicide,1,98,8062579,1.2154919660322088
2019,Yucatán,Domestic violence,1,1295,2320898,55.797368087697095
2019,Yucatán,Drug dealing,1,388,2320898,16.717667040947084
2019,Yucatán,Sexual crimes,1,251,2320898,10.814779451746695
